 Fold  ID_PATCH  N_Parcel  Parcel_Cover   TILE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               dates-S2    id                                                                                                                                                           geometry
    1     10000       119      0.808032 t30uxv                                                                                                                                                                                                                                                                                                 {'0': 20180924, '1': 20180929, '2': 20181004, '3': 20181009, '4': 20181019, '5': 20181024, '6': 20181029, '7': 20181108, '8': 20181113, '9': 20181118, '10': 20181123, '11': 20190117, '12': 20190122, '13': 20190216, '14': 20190221, '15': 20190226, '16': 20190313, '17': 20190328, '18': 20190412, '19': 20190422, '20': 20190427, '21': 20190512, '22': 20190527, '23': 20190601, '24': 20190606, '25': 20190621, '26': 20190626, '27': 20190701, '28': 20190706, '29': 20190711, '30': 20190716, '31': 20190731, '32': 20190810, '33': 20190815, '34': 20190820, '35': 20190825, '36': 20190830, '37': 20190904, '38': 20190914, '39': 20190919, '40': 20190924, '41': 20191009, '42': 20191019} 10000      MULTIPOLYGON (((391504.73555 6956805.91524, 392781.90613 6956707.26166, 392683.24883 6955430.10128, 391406.09215 6955528.74838, 391504.73555 6956805.91524)))
    4     30595        41      0.684647 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30595             POLYGON ((853660.64244 6633769.04029, 854939.57842 6633768.88947, 854939.43015 6632489.95721, 853660.49533 6632490.10178, 853660.64244 6633769.04029))
    1     30596        25      0.504472 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30596             POLYGON ((838313.22301 6636328.77888, 839592.23274 6636328.63126, 839592.08729 6635049.62499, 838313.07884 6635049.76699, 838313.22301 6636328.77888))
    1     30597        42      0.645418 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30597             POLYGON ((869009.59975 6558314.65845, 870288.47704 6558314.89595, 870288.71887 6557036.02111, 869009.83970 6557035.77683, 869009.59975 6558314.65845))
    5     30598        50      0.656387 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30598             POLYGON ((821683.91070 6599237.57847, 822962.97237 6599237.59128, 822962.98774 6597958.53198, 821683.92588 6597958.51425, 821683.91070 6599237.57847))
    5     30599        46      0.492704 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30599             POLYGON ((865169.30839 6617142.26773, 866448.17505 6617142.19332, 866448.10374 6615863.33026, 865169.23757 6615863.39798, 865169.30839 6617142.26773))
    3     30600        18      0.163134 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30600             POLYGON ((894584.52205 6564713.41596, 895863.24474 6564713.65171, 895863.48522 6563434.93211, 894584.76088 6563434.68855, 894584.52205 6564713.41596))
    3     30601        99      0.546511 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30601             POLYGON ((830641.34198 6551913.06214, 831920.40948 6551913.27093, 831920.62193 6550634.20501, 830641.55234 6550633.99098, 830641.34198 6551913.06214))
    1     30602        34      0.687328 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30602             POLYGON ((858775.42095 6624816.05941, 860054.32447 6624815.94895, 860054.21683 6623537.04906, 858775.31411 6623537.15308, 858775.42095 6624816.05941))
    3     30603        50      0.663192 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30603             POLYGON ((881797.09784 6563432.34477, 883075.89772 6563432.57166, 883076.12910 6562153.77460, 881797.32754 6562153.54041, 881797.09784 6563432.34477))
    1     30604        68      0.849819 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30604             POLYGON ((811451.39462 6591562.86714, 812730.49592 6591562.90571, 812730.53699 6590283.80643, 811451.43520 6590283.76336, 811451.39462 6591562.86714))
    4     30605        22      0.285650 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30605             POLYGON ((811451.39122 6613307.60210, 812730.49201 6613307.56391, 812730.45589 6612028.46558, 811451.35549 6612028.49925, 811451.39122 6613307.60210))
    3     30606        24      0.351496 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30606             POLYGON ((900978.24958 6642713.42139, 902256.92837 6642713.17019, 902256.68052 6641434.49624, 900978.00321 6641434.73926, 900978.24958 6642713.42139))
    5     30607        27      0.469158 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30607             POLYGON ((835753.52667 6614585.81638, 837032.53263 6614585.76512, 837032.48392 6613306.76213, 835753.47838 6613306.80788, 835753.52667 6614585.81638))
    5     30608        53      0.843050 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30608             POLYGON ((851104.96646 6649116.85686, 852383.93294 6649116.63464, 852383.71290 6647837.67214, 851104.74821 6647837.88821, 851104.96646 6649116.85686))
    3     30609        84      0.662246 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30609             POLYGON ((844706.22147 6599237.83552, 845985.18617 6599237.85151, 845985.20519 6597958.88963, 844706.24027 6597958.86780, 844706.22147 6599237.83552))
    3     30610        36      0.593636 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30610             POLYGON ((867731.19855 6555756.64421, 869010.08640 6555756.89331, 869010.33986 6554478.00785, 867731.45003 6554477.75201, 867731.19855 6555756.64421))
    2     30611        46      0.803592 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30611             POLYGON ((853659.33046 6586448.67716, 854938.25747 6586448.75651, 854938.34030 6585169.83224, 853659.41254 6585169.74668, 853659.33046 6586448.67716))
    3     30612        43      0.584367 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30612             POLYGON ((870287.22079 6640161.27206, 871566.07775 6640161.07120, 871565.87966 6638882.21842, 870287.02410 6638882.41234, 870287.22079 6640161.27206))
    4     30613        44      0.653157 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30613             POLYGON ((835755.97718 6642724.20594, 837035.00530 6642724.03331, 837034.83467 6641445.00874, 835755.80810 6641445.17584, 835755.97718 6642724.20594))
    5     30614        48      0.467310 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30614             POLYGON ((867728.38221 6573660.95341, 869007.24775 6573661.10819, 869007.40653 6572382.24539, 867728.53973 6572382.08387, 867728.38221 6573660.95341))
    1     30615        82      0.613614 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30615             POLYGON ((833197.78032 6563424.94026, 834476.82065 6563425.10502, 834476.98891 6562146.06657, 833197.94694 6562145.89645, 833197.78032 6563424.94026))
    1     30616        33      0.301549 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30616             POLYGON ((904813.76801 6640155.34982, 906092.41917 6640155.11077, 906092.18360 6638876.46446, 904813.53380 6638876.69519, 904813.76801 6640155.34982))
    3     30617        54      0.874480 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30617             POLYGON ((840869.77374 6619701.55828, 842148.75942 6619701.48243, 842148.68612 6618422.49992, 840869.70106 6618422.57006, 840869.77374 6619701.55828))
    2     30618        41      0.522555 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30618             POLYGON ((843429.38293 6637607.17090, 844708.37108 6637607.01220, 844708.21462 6636328.02765, 843429.22781 6636328.18052, 843429.38293 6637607.17090))
    2     30619        36      0.791227 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30619             POLYGON ((831917.34526 6628655.27973, 833196.37549 6628655.17089, 833196.26884 6627376.14384, 831917.23959 6627376.24732, 831917.34526 6628655.27973))
    5     30620        71      0.761393 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30620             POLYGON ((867726.94663 6590286.16368, 869005.80044 6590286.23062, 869005.87107 6589007.37991, 867727.01666 6589007.30620, 867726.94663 6590286.16368))
    1     30621        48      0.793661 t31tfm                                                                                                                                                                                                                                                 {'0': 20180920, '1': 20180930, '2': 20181005, '3': 20181010, '4': 20181015, '5': 20181020, '6': 20181104, '7': 20181109, '8': 20181124, '9': 20181209, '10': 20181219, '11': 20190103, '12': 20190128, '13': 20190212, '14': 20190217, '15': 20190222, '16': 20190227, '17': 20190319, '18': 20190324, '19': 20190329, '20': 20190413, '21': 20190418, '22': 20190503, '23': 20190513, '24': 20190523, '25': 20190602, '26': 20190607, '27': 20190612, '28': 20190617, '29': 20190627, '30': 20190702, '31': 20190707, '32': 20190712, '33': 20190717, '34': 20190722, '35': 20190801, '36': 20190811, '37': 20190821, '38': 20190826, '39': 20190831, '40': 20190905, '41': 20190910, '42': 20190915, '43': 20190920, '44': 20190930, '45': 20191025} 30621             POLYGON ((858776.84245 6637605.17689, 860055.75685 6637605.00194, 860055.58447 6636326.09144, 858776.67139 6636326.25994, 858776.84245 6637605.17689))
